,id,post_id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count,hot_score
266,258722,55874657,OpenStack VM creating Using Alerts from Splunk,"<p>As per my understanding, in AWS, we can combine AWS CloudWatch and AWS Elastic Beanstalk for the automation of VM creation. For example, We can configure CloudWatch to trigger an alert for certain condition and depending on that we can create/alter a VM.  Is there a way to do the same with OpenStack using Terraform scripts? </p>

<p>Currently, we are creating and managing OpenStack VM's using terraform and ansible scripts. We have Splunk for dashboard and alerts. Is there a way to execute terraform scripts for VM's as we get an alert from Splunk? Please correct me if my understanding is wrong.</p>",,1,0,,2019-4-26 20:39:35,,2019-5-5 16:11:36,2019-5-5 16:11:36,,5446749.0,,7092963.0,,1,0,ansible|terraform|openstack|splunk,51,6
267,258723,55883350,how to pass a parameter to my regex and loop on an array to find the word corresponding to my parameter,"<p>I want to add span class to highlight each word on a table corresponding to my parameter value.</p>

<p>Now, I can add a span class only when I tape the word on a regex parameter like this : patt=/40/igm;
I use this solution just to test but i want to use my parameter ""token""
(only declared but not yet used)</p>

<pre><code>render: function($td, cell) {
    let token = tokens.get('search_tok'); //search word
    patt=/40/igm; //test with regex parameter
    let value=cell.value; //cells values
    while (matcher = patt.exec(cell.value)) {
        console.log(matcher.index + ' ' + patt.lastIndex);
        value = value.slice(0, matcher.index) + '&lt;span id=""highlight_search""&gt;'+cell.value.slice(matcher.index, patt.lastIndex)+'&lt;/span&gt;'+cell.value.slice(patt.lastIndex);
        }}
</code></pre>

<p>Currently :
- this only add the span class to the word 40 but I want to add it to the word searched (token)
- also when i try with the number 4 only (so with only one character) this not work very well...</p>",,0,2,,2019-4-27 17:55:45,,2019-4-27 17:55:45,,,,,11420189.0,,1,0,javascript|css|splunk|spl,38,6
268,258724,55906038,Use Sed to replace numbers in URL within Splunk,"<p>How can I extract alpha-numeric values within a URL? I have the following query that isn't replacing the right values. </p>

<p>Example Input Data: </p>

<pre><code>/example/endpoint/here/34456dwf45
/endpoint/fddk449372
/434236/example/endpoint
</code></pre>

<p>Expected Output:</p>

<pre><code>/example/endpoint/here/my_var
/endpoint/my_var
/my_var/example/endpoint
</code></pre>

<p>Current Query: </p>

<pre><code>* | rex mode=sed field=request_url ""s/(.*\\/)[^\/]+(\/.*)/\1my_var\2/"" 
  | stats values(request_url)
</code></pre>

<p>How can I use sed to replace any alpha-numeric values within two / characters to be a string inside a URL?</p>",55906500.0,1,0,,2019-4-29 15:01:53,,2019-4-29 15:55:48,2019-4-29 15:34:07,,3832970.0,,9493938.0,,1,1,regex|sed|splunk|splunk-query,1364,13
269,258725,55930867,Splunk Universal Forwarder as sidecar in kubernetes,"<p>I am setting up a splunk universal forwarder as a sidecar with my application through a deployment spec. The splunk universal forwarder is setup as a different docker image where I copy custom inputs.conf and outputs.conf through docker COPY (shown below).</p>

<p>Effectively when I deploy my application, the sidecar is starting. In the current state, the indexer configuration is in the output.conf and which is taking effect.</p>

<p><strong>*The issue comes here: I want to change the indexer server host and port dynamically based on the environment. *</strong></p>

<p>Here is my dockerfile content of splunk universal forwarder.</p>

<pre><code>FROM splunk/universalforwarder:latest

COPY configs/*.conf /opt/splunkforwarder/etc/system/local/
</code></pre>

<p>Built the docker images with name <strong><em>splunk-universal-forwarder:demo</em></strong>
The configs folder have both files inputs.conf and outputs.conf.</p>

<p>The content of outputs.conf is</p>

<pre><code>[tcpout]
defaultGroup = default-lb-group

[tcpout:default-lb-group]
server = ${SPLUNK_BASE_HOST}

[tcpout-server://host1:9997]
</code></pre>

<p>I want to pass the SPLUNK_BASE_HOST environment variable through the sidecar deployment like below.</p>

<pre><code>  - name: universalforwarder
        image: splunk-universal-forwarder:demo
        imagePullPolicy: Always
        env:
          - name: SPLUNK_START_ARGS
            value: ""--accept-license --answer-yes""
          - name: SPLUNK_BASE_HOST
            value: 123.456.789.000:9997
          - name: SPLUNK_USER
            valueFrom:
              secretKeyRef:
                name: credentials
                key: splunk.username
          - name: SPLUNK_PASSWORD
            valueFrom:
              secretKeyRef:
                name: credentials
                key: splunk.password
        volumeMounts:
        - name: container-logs
          mountPath: /var/log/splunk-fwd-myapp
</code></pre>

<p>I have a separate deployment.yaml per environment (dev, stage, uat, qa, prod) and I should be able to pass different indexer host and port  <strong><em>SPLUNK_BASE_HOST</em></strong> based on these environments. If I hardcode the indexer host and port in outputs.conf, it will take the same value across all environments but I don't want that to happen. </p>

<p>The environment variable ${SPLUNK_BASE_HOST} in the outputs.conf is not referring to the value supplied in deployment yaml file.</p>",,1,0,,2019-5-1 02:15:15,,2019-5-1 03:28:32,,,,,3033105.0,,1,0,kubernetes|splunk,1311,12
270,258726,55938833,How do I install the Splunk Mint Gradle plugin?,"<p>According to the Splunk MINT documentation (<a href=""https://docs.splunk.com/Documentation/MintAndroidSDK/5.2.x/DevGuide/Requirementsandinstallation"" rel=""nofollow noreferrer"">https://docs.splunk.com/Documentation/MintAndroidSDK/5.2.x/DevGuide/Requirementsandinstallation</a>) you must manually download the Gradle plugin artifact and include it in your project.</p>

<p>I successfully downloaded and deployed this artifact to a local instance of Artifactory, since it's already archived in a maven repo format.</p>

<p>To test the integration, I simply created a brand new project and added/applied the mint plugin. From here, Gradle sync fails with the following error:</p>

<pre><code>Caused by: java.lang.NoSuchFieldError: javacTask
 at com.splunk.mint.gradle.android.plugin.utils.VariantUtilsKt.getJavaTask(VariantUtils.kt:13)
 at com.splunk.mint.gradle.android.plugin.api.AspectJTransform.setupVariant(AspectJTransform.kt:81)
 at com.splunk.mint.gradle.android.plugin.api.AspectJTransform$prepareProject$1.execute(AspectJTransform.kt:57)
 at com.splunk.mint.gradle.android.plugin.api.AspectJTransform$prepareProject$1.execute(AspectJTransform.kt:43)
 at org.gradle.configuration.internal.DefaultListenerBuildOperationDecorator$BuildOperationEmittingAction$1$1.run(DefaultListenerBuildOperationDecorator.java:150)
 at org.gradle.configuration.internal.DefaultUserCodeApplicationContext.reapply(DefaultUserCodeApplicationContext.java:58)
 at org.gradle.configuration.internal.DefaultListenerBuildOperationDecorator$BuildOperationEmittingAction$1.run(DefaultListenerBuildOperationDecorator.java:147)
 at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:402)
 at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:394)
 at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:165)
 at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:250)
 at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:158)
 at org.gradle.internal.operations.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:92)
 at org.gradle.configuration.internal.DefaultListenerBuildOperationDecorator$BuildOperationEmittingAction.execute(DefaultListenerBuildOperationDecorator.java:144)
 at org.gradle.internal.event.BroadcastDispatch$ActionInvocationHandler.dispatch(BroadcastDispatch.java:91)
 at org.gradle.internal.event.BroadcastDispatch$ActionInvocationHandler.dispatch(BroadcastDispatch.java:80)
 at org.gradle.internal.event.AbstractBroadcastDispatch.dispatch(AbstractBroadcastDispatch.java:42)
 at org.gradle.internal.event.BroadcastDispatch$SingletonDispatch.dispatch(BroadcastDispatch.java:230)
 at org.gradle.internal.event.BroadcastDispatch$SingletonDispatch.dispatch(BroadcastDispatch.java:149)
 at org.gradle.internal.event.AbstractBroadcastDispatch.dispatch(AbstractBroadcastDispatch.java:58)
 ... 126 more
</code></pre>

<h2>Environment:</h2>

<ul>
<li>Android Studio 3.4</li>
<li>Gradle 5.2</li>
<li>Android Gradle Plugin 3.4.0</li>
<li>Splunk Mint Plugin 5.2.5</li>
</ul>

<p>I suspect the Splunk team needs to update this plugin to support newer versions of Gradle. Unfortunately I'm unable to downgrade to a previous 4.x version since that is below the minumum supported version for Android Studio.</p>",,3,0,,2019-5-1 15:39:46,,2020-4-9 08:36:53,,,,,496564.0,,1,2,android|gradle|splunk,916,18
271,258727,55944455,Splunk: Need help using transaction to get the pcode when this error occurs,"<p>I am trying to use the following search method to pull all events to include the actual pcode value here, in my example is 650404 where it says </p>

<blockquote>
  <p>2019-05-01 05:17:04,351 [http-bio-8081-exec-19] INFO 
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:206 - pcode: 650404</p>
</blockquote>

<p>when the following error occurs</p>

<blockquote>
  <p>EZTaxServiceImpl.processChargeTransaction:253 - Error
  billsoft.eztax.EZTaxException: PCode not found.</p>
</blockquote>

<p>I've tried using the following search, but it fails to pull any results.</p>

<p>""EZTaxServiceImpl.processChargeTransaction:206"" | transaction endswith=""EZTaxServiceImpl.processChargeTransaction:253""</p>

<p>I wanted to see if I could successfully search for these events so I can use the event builder afterwards to pull my results into a report that goes to our billing team. They both have an output from the host vmjsbatchprod01-s01 and when I view the search results of one, I can easily scroll down and find the other output as well so I know for a fact I should be able to ""join"" these statements to get what I need.</p>

<p>This is the output I get when searching for just </p>

<blockquote>
  <p>""EZTaxServiceImpl.processChargeTransaction:253""
  Which outputs the error code only when bill tax fails to validate the pcode properly on a couple lines above it </p>
  
  <p>2019-05-01 05:17:04,348 [http-bio-8081-exec-19] TRACE
  {hostName=vmjsbatchprod01-s01} --------
  EZTaxServiceImpl.processChargeTransaction:201 Enter --------
  2019-05-01 05:17:04,349 [http-bio-8081-exec-19] INFO 
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:202 - Transaction Type: 59
  2019-05-01 05:17:04,349 [http-bio-8081-exec-19] INFO 
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:203 - Service Type: 21
  2019-05-01 05:17:04,350 [http-bio-8081-exec-19] INFO 
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:204 - Amount: 0.0 2019-05-01
  05:17:04,350 [http-bio-8081-exec-19] INFO 
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:205 - Number of Lines: 3
  2019-05-01 05:17:04,351 [http-bio-8081-exec-19] INFO 
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:206 - pcode: 650404
  2019-05-01 05:17:04,351 [http-bio-8081-exec-19] INFO 
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:207 - event id: null
  2019-05-01 05:17:04,352 [http-bio-8081-exec-19] ERROR
  {hostName=vmjsbatchprod01-s01}
  EZTaxServiceImpl.processChargeTransaction:253 - Error
  billsoft.eztax.EZTaxException: PCode not found.   at
  billsoft.eztax.Util.throwEZTaxException(Util.java:313)
  ~[eztax-9.20.1905-1.jar:?]    at
  billsoft.eztax.Transaction.calculateTaxes(Native Method)
  ~[eztax-9.20.1905-1.jar:?]    at
  billsoft.eztax.Transaction.calculateTaxes(Transaction.java:1231)
  ~[eztax-9.20.1905-1.jar:?]    at
  com.nextiva.billsoft.service.EZTaxServiceImpl.processChargeTransaction(EZTaxServiceImpl.java:236)
  [nextiva-eztax-service-1.0.70.jar:?]  at
  com.nextiva.billsoft.controller.EZTaxController.processChargeTransaction(EZTaxController.java:128)
  [EZTaxController.class:?]     at
  sun.reflect.GeneratedMethodAccessor107.invoke(Unknown Source) ~[?:?]
    at
  sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
  ~[?:1.8.0_171]    at java.lang.reflect.Method.invoke(Method.java:498)
  ~[?:1.8.0_171]    at
  org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221)
  [spring-web-4.2.1.RELEASE.jar:4.2.1.RELEASE]  at
  org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:137)
  [spring-web-4.2.1.RELEASE.jar:4.2.1.RELEASE]  at
  org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:111)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:806)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:729)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:959)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:893)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:872)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  javax.servlet.http.HttpServlet.service(HttpServlet.java:650)
  [servlet-api.jar:?]   at
  org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846)
  [spring-webmvc-4.2.1.RELEASE.jar:4.2.1.RELEASE]   at
  javax.servlet.http.HttpServlet.service(HttpServlet.java:731)
  [servlet-api.jar:?]   at
  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
  [catalina.jar:7.0.88]     at
  org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)
  [tomcat7-websocket.jar:7.0.88]    at
  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
  [catalina.jar:7.0.88]     at
  com.nextiva.utilities.rest.web.filter.RequestContextFilter.doFilter(RequestContextFilter.java:60)
  [nextivaUtilities-6.0.9.jar:?]    at
  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:219)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:110)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:498)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:169)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.valves.RemoteIpValve.invoke(RemoteIpValve.java:683)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:1025)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)
  [catalina.jar:7.0.88]     at
  org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:445)
  [catalina.jar:7.0.88]     at
  org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1139)
  [tomcat-coyote.jar:7.0.88]    at
  org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:637)
  [tomcat-coyote.jar:7.0.88]    at
  org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:318)
  [tomcat-coyote.jar:7.0.88]    at
  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
  [?:1.8.0_171]     at
  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
  [?:1.8.0_171]     at
  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
  [tomcat-coyote.jar:7.0.88]    at java.lang.Thread.run(Thread.java:748)
  [?:1.8.0_171]</p>
</blockquote>",,1,0,,2019-5-2 01:04:41,0.0,2019-5-10 15:53:21,2019-5-2 01:13:35,,3489481.0,,3489481.0,,1,0,splunk,44,6
272,258728,55972378,How to create and call sybase stored procedure,"<p>i have sybase databse with following stored procedure ,</p>

<p>i am also running this query from splunk db connect app</p>

<p>I have tried CALL stored_procedure and
EXEC stored_procedure</p>

<pre><code>create procedure sp__cpu_busy_thread_test
as
begin
select @@servername,@@version
end
return(0)
</code></pre>",,1,9,,2019-5-3 14:56:52,,2019-5-11 20:24:43,2019-5-3 15:00:40,,11428944.0,,11428944.0,,1,0,sql|stored-procedures|sybase|sap-ase|splunk,1809,14
273,258729,56005740,Radar chart Display legend,"<p>I cannot find options (radarOptions) to display a legend in my chart using chart.js in Splunk environment.</p>

<p>This doesn't work for me:</p>

<pre><code>options: {
    legend: {
        display: true,
        labels: {
            fontColor: 'rgb(255, 99, 132)'
        }
    }
}
</code></pre>

<p>My code is below:</p>

<pre class=""lang-js prettyprint-override""><code>    var radarChartData = {
      labels: [""Python"", ""DevOps"", ""BI""],
      datasets: [{
        label: 'Dataset 1',
        fill: true,
        fillColor: ""rgba(151,187,205,0.5)"",
        strokeColor: ""rgba(151,187,205,1)"",
        pointColor: ""rgba(151,187,205,1)"",
        data: testData[0]
      }, {
        label: 'Dataset 2',
        fill: true,
        fillColor: ""rgba(101,197,205,0.5)"",
        strokeColor: ""rgba(151,187,205,1)"",
        pointColor: ""rgba(151,187,205,1)"",
        data: testData[1]
      }]
    }

    return radarChartData;
  },

  // Override this method to put the Splunk data into the view
  updateView: function(viz, radarData) {
    // Set radar chart options
    var radarOptions = {
      scaleOverride: true,
      scaleSteps: 10,
      scaleStepWidth: 1,
      scaleStartValue: 0,
      scaleShowLabels: true,
      datasetFill: true,
      scaleShowLabelBackdrop: true,
    };


    // Create the radar chart
    var myRadar = new Chart(document.getElementById(mychartid).getContext(""2d"")).Radar(radarData, radarOptions); /*radarData,radarOption*/
  }

});
</code></pre>

<p>Please help. How is called the option for displaying legends. Neither <code>legend: true</code> nor <code>legendDisplay:true</code> work for me.</p>",,1,0,,2019-5-6 12:57:32,,2019-5-13 07:37:21,2019-5-6 14:30:42,,1011722.0,,10430493.0,,1,1,javascript|charts|chart.js|splunk|splunk-sdk,231,9
274,258730,56008318,How to successfully add Eventgen App to Splunk,"<p>Having difficulty adding EventGen app to Splunk Enterprise instance per 
<code>Splunk 7 Essentials</code>. </p>

<p><a href=""https://learning.oreilly.com/library/view/splunk-7-essentials/9781788839112/"" rel=""nofollow noreferrer"">https://learning.oreilly.com/library/view/splunk-7-essentials/9781788839112/</a> - 10-day Free Trial to access book</p>

<p>Followed everything from the book, i.e</p>

<ol>
<li><p>Install 60-trial of Splunk Enterprise on <code>C:/</code> (as opposed to <code>C:/Program Files</code>)</p></li>
<li><p>Went to <code>https://github.com/PacktPublishing/Splunk-7-Essentials-Third-Edition</code> and clicked the green button, ""Clone or Download""</p></li>
<li><p>Extracted contents to C:/</p></li>
<li><p>Renamed extracted file to <code>SA-Eventgen</code></p></li>
<li><p>Opened cmd prompt in Administrator mode and ran following command</p></li>
</ol>

<p><code>xcopy SA-Eventgen C:SplunketcappsSA-Eventgen /O /X /E /H /K</code></p>

<p>However, <strong>there is a deviation</strong> in the next step. </p>

<p>The book says when you run</p>

<p><code>dir C:SplunketcappsSA-Eventgen</code> from the command prompt, you should get </p>

<p><a href=""https://i.stack.imgur.com/WrYyN.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/WrYyN.jpg"" alt=""enter image description here""></a></p>

<p>But when I run</p>

<p><code>dir C:SplunketcappsSA-Eventgen</code> from the command prompt, I get</p>

<p><a href=""https://i.stack.imgur.com/1H6Go.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/1H6Go.jpg"" alt=""enter image description here""></a></p>

<p>And when I restart Splunk instance and log in again, there is no indication that EventGen app has been installed.</p>",,1,0,,2019-5-6 15:32:57,,2019-5-6 16:40:18,,,,,10997704.0,,1,0,splunk,141,8
275,258731,56026003,Android Splunk SDK 5.2.5 gradle is failing to sync,"<p>I am trying to add Splunk sdk and gradle is failing to sync with <code>Cause: javacTask</code> I will add the stacktrace.</p>

<p>I have <code>mint-android-repo-5.2.5.zip</code> folder under app folder (so it is app > mint-plugin-repo-5.2.5)</p>

<p>I am using Android studio 3.4, and below is my gradle file.</p>

<pre><code>apply plugin: 'com.android.application'

apply plugin: 'com.splunk.mint.gradle.android.plugin'

apply plugin: 'kotlin-android'

apply plugin: 'kotlin-android-extensions'

apply plugin: ""kotlin-kapt""

buildscript {
    repositories {
        maven {
            url uri('mint-plugin-repo-5.2.5')
        }
        mavenCentral()
    }
    dependencies {
        classpath 'com.splunk:mint-gradle-android-plugin:5.2.5'
    }
}

repositories {
    maven {
        url uri('mint-plugin-repo-5.2.5')
    }
}

apply from: 'jacoco.gradle'

</code></pre>

<p>stack trace</p>

<pre><code>Caused by: java.lang.NoSuchFieldError: javacTask
    at com.splunk.mint.gradle.android.plugin.utils.VariantUtilsKt.getJavaTask(VariantUtils.kt:13)
    at com.splunk.mint.gradle.android.plugin.api.AspectJTransform.setupVariant(AspectJTransform.kt:81)
    at com.splunk.mint.gradle.android.plugin.api.AspectJTransform$prepareProject$1.execute(AspectJTransform.kt:57)
    at com.splunk.mint.gradle.android.plugin.api.AspectJTransform$prepareProject$1.execute(AspectJTransform.kt:43)
    at org.gradle.configuration.internal.DefaultListenerBuildOperationDecorator$BuildOperationEmittingAction$1$1.run(DefaultListenerBuildOperationDecorator.java:150)
    at org.gradle.configuration.internal.DefaultUserCodeApplicationContext.reapply(DefaultUserCodeApplicationContext.java:58)
    at org.gradle.configuration.internal.DefaultListenerBuildOperationDecorator$BuildOperationEmittingAction$1.run(DefaultListenerBuildOperationDecorator.java:147)
    at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:402)
    at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:394)
    at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:165)
    at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:250)
    at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:158)
    at org.gradle.internal.operations.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:92)
    at org.gradle.configuration.internal.DefaultListenerBuildOperationDecorator$BuildOperationEmittingAction.execute(DefaultListenerBuildOperationDecorator.java:144)
    at org.gradle.internal.event.BroadcastDispatch$ActionInvocationHandler.dispatch(BroadcastDispatch.java:91)
    at org.gradle.internal.event.BroadcastDispatch$ActionInvocationHandler.dispatch(BroadcastDispatch.java:80)
    at org.gradle.internal.event.AbstractBroadcastDispatch.dispatch(AbstractBroadcastDispatch.java:42)
    at org.gradle.internal.event.BroadcastDispatch$SingletonDispatch.dispatch(BroadcastDispatch.java:230)
    at org.gradle.internal.event.BroadcastDispatch$SingletonDispatch.dispatch(BroadcastDispatch.java:149)
    at org.gradle.internal.event.AbstractBroadcastDispatch.dispatch(AbstractBroadcastDispatch.java:58)
    ... 126 more

</code></pre>",,0,2,,2019-5-7 15:31:36,,2019-5-7 15:31:36,,,,,1908005.0,,1,1,android|gradle|splunk|splunk-sdk,172,8
276,258732,56047836,Splunk only select matching JSON data,"<p>I load JSON reports into Splunk and those reports have many arrays. When I search:</p>

<pre><code>source=test| search ""behavior.system.processes.process{}.fileactivities.fileCreated.call{}.path""=""C:\\Windows*""
</code></pre>

<p>I often like to show the matching data. I use table to do so:</p>

<pre><code>source=test| search ""behavior.system.processes.process{}.fileactivities.fileCreated.call{}.path""=""C:\\Windows*"" | table ""behavior.system.processes.process{}.fileactivities.fileCreated.call{}.path""
</code></pre>

<p>However, the issue is that this shows me all fileCreated of the matching event and not only the one starting with C:\Windows.</p>

<p>How do I filter that?</p>",56058397.0,1,0,,2019-5-8 19:32:49,,2019-5-9 11:28:39,,,,,3625671.0,,1,0,splunk|splunk-query,1103,12
277,258733,56111665,How can I implement the calculation of the duration between Value 1 and 0 within one field in splunk?,"<p>How can I calculate the duration between the value 1 and 0 of one common field? The duration should be summed up with the following calculations of the durations, too. 
In the picture you can see the initial situation (first two columns), you get out of the base search! In the right two columns, the time-calculation should be calculated.</p>

<p>Code:
| base search
--> then you get the result, which you can see in the first two columns at the picture.</p>

<p><a href=""https://i.stack.imgur.com/oHwBR.png"" rel=""nofollow noreferrer"">Description of the problem!</a></p>",,1,0,,2019-5-13 11:47:29,,2019-5-14 10:12:03,,,,,10779796.0,,1,1,duration|splunk|splunk-query,108,8
278,258734,56115480,Regex working on regex101 and not on Splunk,"<p>I would like to capture the word unknown and anything after abcd\, abcd.com\ and unknown</p>

<pre><code>unknown                     
abcd\svc-backup
abcd\swt034         
abcd\svc-app-login  
abcd.com\chi572 
abcd\daj144 
abcd\smi556
abcd\mki317
abcd\aiw014
abcd\joh488
abcd\ymc965 
abcd\jet041
abcd\rjo220 
abcd\mst790
abcd.com\sre590
</code></pre>

<p>It captures fine with the regex </p>

<p><a href=""https://regex101.com/r/c9vdia/2/"" rel=""nofollow noreferrer"">https://regex101.com/r/c9vdia/2/</a></p>

<p>But when I use this in the Splunk search its just throwing my domain</p>

<pre><code>index=""paloalto""| table user | rex field=user ""(?P&lt;user_name&gt;((?:abcd\([A-Za-z0-9-]+|\w+)))"" 
</code></pre>

<p>I am only getting the domain name (abcd) but users without domain looks good.</p>",,0,5,,2019-5-13 15:27:11,,2019-5-13 15:30:22,2019-5-13 15:30:22,,1020526.0,,7548343.0,,1,0,regex|pcre|splunk,83,7
