id,phase,category,post_id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count,hot_score
261347,0,Configuration,60491872,"Error: UPGRADE FAILED: failed to create resource: ConfigMap in version ""v1"" cannot be handled as a ConfigMap","<p>Per <a href=""https://github.com/DataDog/integrations-core/blob/master/kube_scheduler/datadog_checks/kube_scheduler/data/conf.yaml.example"" rel=""nofollow noreferrer"">this spec</a> on github and these <a href=""https://helm.sh/docs/intro/using_helm/#the-format-and-limitations-of-set"" rel=""nofollow noreferrer"">helm instructions</a>  I'm trying to upgrade our Helm installation of datadog using the following syntax: </p>

<pre><code>helm upgrade datadog-monitoring --set datadog.confd.""kube_scheduler\.yaml"".instances[0].prometheus_url=""http://localhost:10251/metrics"",datadog.confd.""kube_scheduler\.yaml"".init_config= stable/datadog
</code></pre>

<p>However I'm getting the error below regardless of any attempt at altering the syntax of the <code>prometheus_url</code> value (putting the url in quotes, escaping the quotes, etc): </p>

<blockquote>
  <p>Error: UPGRADE FAILED: failed to create resource: ConfigMap in version ""v1"" cannot be handled as a ConfigMap: v1.ConfigMap.Data: ReadString: expects "" or n, but found {, error found in #10 byte of ...|er.yaml"":{""instances|..., bigger context ...|{""apiVersion"":""v1"",""data"":{""kube_scheduler.yaml"":{""instances"":[{""prometheus_url"":""\""<a href=""http://localhost|"" rel=""nofollow noreferrer"">http://localhost|</a>...</p>
</blockquote>

<p>If I add the <code>--dry-run --debug</code> flags I get the following yaml output: </p>

<pre><code>REVISION: 7
RELEASED: Mon Mar  2 14:28:52 2020
CHART: datadog-1.39.7
USER-SUPPLIED VALUES:
datadog:
  confd:
    kube_scheduler.yaml:
      init_config: """"
      instances:
      - prometheus_url: http://localhost:10251/metrics
</code></pre>

<p>The Yaml output appears to mesh with the integration as specified on this <a href=""https://github.com/DataDog/integrations-core/blob/master/kube_scheduler/datadog_checks/kube_scheduler/data/conf.yaml.example"" rel=""nofollow noreferrer"">github page</a>. </p>",,1,0,,2020-3-2 15:22:07,,2020-11-12 11:39:23,2020-3-2 19:33:18,,1489378,,1489378,,1,3,kubernetes-helm|datadog,1795,17.6163
261348,2,Query,61108009,How to get the number of different values of a metric's tag in Datadog,"<p>I have a metric which has a tag with lots of different values (the value is a file name). How can I create a query that determines the number of different values of that tag exist on a metric?</p>

<p>For example if 4 metrics are received during a time frame, with the following tags ""file_name:dir/file1"", ""file_name:dir/file2"", ""file_name:dir/file3"", ""file_name:dir/file1""</p>

<p>I want the query to return the value 3, since of all the metrics received during this timeframe there were 3 distinct values for the file_name tag.</p>",,1,1,,2020-4-8 18:55:30,1,2020-4-15 18:52:15,,,,,13262459,,1,3,datadog,1773,17.5948
261349,3,Monitoring,58414654,How can I monitor AWS cloudwatch customized metric on datadog?,"<p>I am using datadog for monitoring my services on AWS. On my python application, I use below code to send a data to a metric on Cloudwatch:</p>

<pre><code>aws.put_metric_data(Namespace='Org/Test', MetricData=[{
            'MetricName': 'Failure', 'Value': 1}])
</code></pre>

<p>I can see this data on Cloudwatch -> Metric. But I don't know how I can create a monitor on Datadog to listen on this metric. </p>",58421772,1,0,,2019-10-16 13:34:39,,2019-10-16 21:11:59,,,,,5421539,,1,4,amazon-web-services|amazon-cloudwatch|datadog,872,17.5621
261350,1,Parse,60516923,Logging unhandled Golang panics,"<p>I have a logrus log handler in my Golang application. Logs are formatted with JSONFormatter and are submitted as a single line to Datadog, which aggregates them and displays them nicely. However, I recently discovered a case where there's an unhandled panic, and this is <em>not</em> captured with the logrus logger. This results in the actual panic and stack trace being spread across multiple output lines, which Datadog collects individually. This costs us money and makes the logs very difficult to read.</p>

<p>I'm going to fix the issue, but in the event that any further unhandled panics happen, I'd like to be able to capture them using the logrus JSONFormatter.</p>

<p>Something like this:</p>

<pre><code>package main

import (
    ""os""
    ""sync""

    ""github.com/sirupsen/logrus""
)

var (
    loggerInstance *logrus.Entry
    once           sync.Once
    logger  = GetLogger()
)

// GetLogger initializes and returns a reference to a CustomLogger object.
func GetLogger() *logrus.Entry {
    once.Do(func() {
        logrus.SetFormatter(&amp;logrus.JSONFormatter{})

        // We'll just pipe everything to stdout. It's json so Datadog will parse the level regardless
        logrus.SetOutput(os.Stdout)
        logrus.SetLevel(logrus.TraceLevel)                            // We'll leave this as trace and just filter out logs when we index them
        loggerInstance = logrus.WithFields(logrus.Fields{""env"": ""local""}) // Add env tag for easy log parsing
    })
    return loggerInstance
}

func main() {
    logger.Info(""Logrus using json logging"")
    logger.Warn(""We are about to panic"")

    var things = []string{
        ""hi"",
        ""yes"",
        ""thing""}

    print(""%s"", things[len(things)])
}
</code></pre>

<p>This produces the following output. As you can see, the first two logs use logrus, but the unhandled panic does not.</p>

<pre><code>{""env"":""local"",""level"":""info"",""msg"":""Logrus using json logging"",""time"":""2020-03-03T15:12:30-08:00""}
{""env"":""local"",""level"":""warning"",""msg"":""We are about to panic"",""time"":""2020-03-03T15:12:30-08:00""}
panic: runtime error: index out of range

goroutine 1 [running]:
main.main()
        /Users/nathan.deren/Library/Preferences/GoLand2019.3/scratches/scratch.go:38 +0xbe

Process finished with exit code 2
</code></pre>

<p>Is it possible to get those last several lines to log using logrus?</p>",60517002,1,0,,2020-3-3 23:17:31,,2020-3-3 23:27:32,,,,,13002451,,1,4,go|logging|datadog,1397,17.3808
261351,1,Method,58505214,How to Add DataDog trace ID in Logs using Spring Boot + Logback,"<p>OK, I spent quiet some time figuring out how to configure stuff to have DataDog trace ID in logs but couldn't get it working. To be clear what I'm looking for is to see trace IDs in logs message, the same way that adding <code>spring-cloud-starter-sleuth</code> to the classpath, automatically configure Slf4j/Logback to show trace IDs in log messages.</p>

<p>Where I've started:  </p>

<ol>
<li>We've got a simple web spring boot application running as a Docker container deployed as an AWS Elastic BeansTalk, whose logs go to CloudWatch and we read them there.  </li>
<li>We have DataDog as a Java agent (thus no dependencies in pom.xml)</li>
<li>We have SLF4J/Logback in our dependencies list.</li>
<li>There's no other related depndencies (like <code>dd-trace-ot</code> or any <code>opertracing</code> libs)</li>
</ol>

<p>What I did so far:  </p>

<ol>
<li>I found on SO that adding <code>opentracing-spring-cloud-starter</code> will add log integration automatically. But I couldn't get it working.</li>
<li>On DD website, it says configuring the pattern is enough to see the IDs, but in our case it didn't work. (is it because we don't have our logs a JSON?). Also, adding <code>dd-trace-ot</code> didn't help.</li>
</ol>

<p>Notes:  </p>

<ol>
<li>We can't switch to JSON logs.</li>
<li>We can't switch to any other library (e.g. Slueth).</li>
<li>We can't go away from CloudWatch.</li>
</ol>

<p>Can someone tell me how exactly I need to configure the application to see trace IDs in log messages? Is there any documentation or samples I can look at?</p>",,2,0,,2019-10-22 13:17:33,,2020-5-21 07:55:37,,,,,2194119,,1,2,spring-boot|logback|datadog|opentracing|distributed-tracing,3855,17.1441
261352,1,Method,51124961,Send data to Datadog using Go,"<p>i'm collect data using Go and want to visualize it, i chose Datadog, but didn't find examples or live projects where Go used for sending metrics to Datadog. But in offical site says that Go is supported.</p>",,2,2,,2018-7-1 16:13:48,1,2018-7-3 01:00:57,,,,,9699047,,1,2,go|datadog,3637,17.043
261353,0,Configuration,64482767,How do I include integration-metrics when deploying Datadog DaemonSet + cluster-agent using helm and values.yaml?,"<p>Using:</p>
<pre><code> Kubernetes: 1.18.8
 Helm: 3.3.4
 Datadog DaemonSet agent: 7.23.0
 Datadog cluster-agent: 1.9.0
 Azure Database for PostgreSQL 11.x (i.e. external postgres-service)
</code></pre>
<p>I am deploying Datadog as a DaemonSet and with the cluster-agent enabled to a Kubernetes cluster using the instructions provided <a href=""https://docs.datadoghq.com/agent/kubernetes/?tab=helm"" rel=""nofollow noreferrer"">here</a>.</p>
<pre><code>helm install my-kubernetes -f values.yaml --set datadog.apiKey=&lt;DATADOG_API_KEY&gt; datadog/datadog --set targetSystem=linux
</code></pre>
<p>I'm configuring Datadog using the <code>values.yaml</code> file as specified.</p>
<p>I want to do some custom metrics, specifically using the integration formerly known as <code>postgres.yaml</code>. I have tried to do this as specified in the <code>values.yaml</code> template found <a href=""https://github.com/DataDog/helm-charts/blob/master/charts/datadog/values.yaml"" rel=""nofollow noreferrer"">here</a>, like this (putting it in the cluster-agent, since these are cluster-wide metrics):</p>
<pre class=""lang-yaml prettyprint-override""><code># clusterAgent.confd -- Provide additional cluster check configurations
## Each key will become a file in /conf.d
## ref: https://docs.datadoghq.com/agent/autodiscovery/
confd:
  postgres.yaml: |-
    init_config:

    instances:
      - host: my-postgres-host.com
        port: 5432
        username: my-user
        password: some-password
        dbname: some-database
        ssl: True
        tags:
        - some_tag
        custom_queries:
        - metric_prefix: some.prefix
          query: SELECT COUNT(*) FROM bla WHERE timestamp &gt; NOW() - INTERVAL '1 hour';
          columns:
          - name: countLastHour
            type: count
</code></pre>
<p>As per the documentation, I can confirm that using the <code>|-</code> prefix this indeed creates a file in the path <code>/etc/datadog-agent/conf.d/postgres.yaml</code> on the node, where I would expect it to. The file correctly has all the contents in the block, i.e. starting with <code>init_config:...</code></p>
<p>Now, when starting the node I see this in the logs (DEBUG):</p>
<blockquote>
<p>'/conf.d/postgres.yaml' -&gt; '/etc/datadog-agent/conf.d/postgres.yaml'
/conf.d/..2020_10_22_10_22_27.239825358 -&gt;
/etc/datadog-agent/conf.d/..2020_10_22_10_22_27.239825358
'/conf.d/..2020_10_22_10_22_27.239825358/postgres.yaml' -&gt;
'/etc/datadog-agent/conf.d/..2020_10_22_10_22_27.239825358/postgres.yaml'</p>
<p>2020-10-22 10:22:29 UTC | CLUSTER | DEBUG |
(pkg/autodiscovery/providers/file.go:196 in collectEntry) | Found
valid configuration in file: /etc/datadog-agent/conf.d/postgres.yaml</p>
<p>2020-10-22 10:22:29 UTC | CLUSTER | DEBUG |
(pkg/collector/scheduler.go:154 in getChecks) | Unable to load a check
from instance of config 'postgres': Core Check Loader: <strong>Check postgres
not found in Catalog</strong></p>
<p>2020-10-22 10:22:29 UTC | CLUSTER | ERROR |
(pkg/collector/scheduler.go:201 in GetChecksFromConfigs) | <strong>Unable to
load the check: unable to load any check from config 'postgres'</strong></p>
</blockquote>
<p>The documentation <a href=""https://docs.datadoghq.com/integrations/faq/postgres-custom-metric-collection-explained/"" rel=""nofollow noreferrer"">here</a> states, that the postgres yaml-contents in agents v7.x should actually be in <code>/etc/datadog-agent/conf.d/postgres.d/conf.yaml</code> and not in <code>/etc/datadog-agent/conf.d/postgres.yaml</code>. It is not possible to create a subfolder / use forward slashes in the config key (internally, the file is created using ConfigMap).</p>
<p>I'm not even sure if the problem is the yaml-file path or if a core integration is missing. So my broad quest is: how do I enable Datadog postgres-integration correctly in my setup?</p>",,2,2,,2020-10-22 12:58:40,1,2021-10-19 07:14:03,2020-10-22 15:23:04,,430885,,430885,,1,2,kubernetes-helm|datadog,1148,17.0398
261354,2,Query,52828258,does else exist on datadog is_match,"<p>I am trying to set up slack monitors with datadog, based on the environment.
For e.g. if the environment is production got to slack channel A and if it is uat go to slack channel B and all other environments should go to slack channel C.</p>

<pre><code> message = &lt;&lt;EOF
{{#is_match ""environment.name"" ""production""}}
   {{#is_alert}} @slack-datadog-production {{/is_alert}}
{{/is_match}}
{{#is_match ""environment.name"" ""uat""}}
   {{#is_alert}} @slack-datadog-uat {{/is_alert}}
{{/is_match}}
else
  {{#is_alert}} @slack-datadog {{/is_alert}}
EOF
</code></pre>

<p>But I can't find a way to do the last part where all others should go to slack channel B. 
Looked at the documentation in <a href=""https://docs.datadoghq.com/monitors/notifications"" rel=""nofollow noreferrer"">https://docs.datadoghq.com/monitors/notifications</a> and googled but couldn't find anything that can do an else condition. </p>",,2,0,,2018-10-16 05:06:28,1,2020-4-17 23:32:29,,,,,5571493,,1,3,datadog,884,16.9858
261355,1,Method,61900949,Adding tags for Datadog browser logs,"<p>I am using Datadog to monitor my browser console logs. I need different tags in for datadog logs. The only option I fount is to add attributes to my logger using,</p>

<p><code>DD_LOGS.addContext('referrer', document.referrer);</code></p>

<p>Is there any way for the frontend client application to have tags in datadog? Or is the attribute and tags are same in Datadog</p>",,1,0,,2020-5-19 21:19:16,,2020-5-23 12:46:33,,,,,4124267,,1,3,datadog,689,16.9529
261356,2,Query,61010490,Is it possible to use tags for excluding instances in DataDog while creating a graph?,"<p>I have DataDog with Amazon AWS RDS integration configured.</p>

<p>Is it possible to create a graph and use a tag to exclude some hosts from the result. I have let's say 100 hosts with tag <em>environment:live</em> and 10 of them are also tagged with tag <em>importance:ignore</em>. So I need to create a graph which will include metrics for 90 hosts that are tagged with first tag but don't tagged with a second one. Is it possible?</p>",,1,0,,2020-4-3 11:06:52,,2020-4-4 00:48:57,2020-4-4 00:48:57,,174777,,1215756,,1,0,amazon-web-services|amazon-rds|datadog,1651,16.871
261357,3,Visualization,66282520,How to set line color on a timeseries in DataDog,"<p>I'm setting up a timeseries to monitor system problems with the standard levels: Critical, Error, Warn, etc.. I want to set the colors as follows:</p>
<ul>
<li>Critical: Red</li>
<li>Error: Orange</li>
<li>Warn: Yellow</li>
</ul>
<p>I can't seem to do this. There is a color selection drop-down, but options aren't colors... they're themes, like &quot;Classic,&quot; &quot;Cool,&quot; &quot;Warm,&quot; etc.</p>
<p>How do I set the color on a line in a time series?</p>",,2,0,,2021-2-19 17:45:55,,2021-2-24 17:43:53,2021-2-23 10:02:30,,3001761,,1526115,,1,1,datadog,706,16.7952
261358,1,Method,59549130,GraphQL + Spring Boot: how to collect (error) metrics?,"<p>I've been working on adding monitoring metrics in our GraphQL gateway recently.</p>

<p>We're using <a href=""https://github.com/graphql-java-kickstart/graphql-spring-boot"" rel=""nofollow noreferrer"">graphql-spring-boot</a> starter for the gateway.</p>

<p>After reading the following documentations, I manage to send the basic graphql.timer.query.* metrics to Datadog</p>

<ul>
<li><a href=""https://www.baeldung.com/spring-boot-actuators"" rel=""nofollow noreferrer"">https://www.baeldung.com/spring-boot-actuators</a></li>
<li><a href=""https://docs.spring.io/spring-boot/docs/2.0.x/actuator-api/html/#metrics"" rel=""nofollow noreferrer"">https://docs.spring.io/spring-boot/docs/2.0.x/actuator-api/html/#metrics</a></li>
<li><a href=""https://github.com/graphql-java-kickstart/graphql-spring-boot#tracing-and-metrics"" rel=""nofollow noreferrer"">https://github.com/graphql-java-kickstart/graphql-spring-boot#tracing-and-metrics</a></li>
</ul>

<p>What I've achieved so far is, when I send a GraphQL query/mutation, I'd collect the request count and time accordingly. e.g. sending the query below</p>

<pre><code>query HelloWorldQuery {
  greeting(
    name: ""Bob""
  ) {
    message
  }
}
</code></pre>

<p>I'll see metrics <code>graphql.timer.query.count</code> / <code>graphql.timer.query.sum</code> with tags <code>operationName=HelloWorldQuery</code></p>

<p>It works like perfectly, until I want to test a query with errors. I realise there is no metrics/tags related to a failed query. For example, if I the above query returns null data and some GraphQL errors, I'd still collect <code>graphql.timer.query.count (operationName=HelloWorldQuery)</code>, but there's no additional tags for me to tell there is an error for that query.</p>

<p>In the gateway, I have implemented a custom <code>GraphQLErrorHandler</code>, so I was thinking maybe I should add error counter (via MeterRegistry) in that class, but I am unable to get the <code>operationName</code> simply from GraphQLError type. the best I can get is error.getPath() which gives the method name (e.g. <code>greeting</code>) rather than the custom query name (<code>HelloWorldQuery</code> - to be consistent with what <code>graphql.timer.query.*</code> provides).</p>

<p>My question is, how to solve the above problem? 
And generally what is the best way of collecting GraphQL query metrics (including errors)?</p>

<p>------------------- <strong>Update</strong> -------------------</p>

<p><strong>2019-12-31</strong>
I read a bit more about GraphQL Instrumentation <a href=""https://github.com/graphql-java/graphql-java-page/blob/master/content/documentation/v10/instrumentation.md"" rel=""nofollow noreferrer"">here</a> and checked the <a href=""https://github.com/graphql-java-kickstart/graphql-spring-boot/blob/master/graphql-spring-boot-autoconfigure/src/main/java/com/oembedler/moon/graphql/boot/metrics/MetricsInstrumentation.java"" rel=""nofollow noreferrer"">MetricsInstrumentation</a> implementation in graphql-spring-boot repo, the I have an idea of extending the MetricsInstrumentation class by adding error metrics there.</p>

<p><strong>2020-01-02</strong>
I tried to ingest my CustomMetricsInstrumentation class, but with no luck. There is internal AutoConfiguration wiring, which I cannot insert my auto configuration in the middle.</p>",59605166,1,0,,2019-12-31 23:32:27,,2020-1-5 23:37:29,2020-1-2 21:19:04,,1264461,,1264461,,1,2,spring-boot|graphql|spring-boot-actuator|datadog|spring-micrometer,1923,16.5359
261359,1,Method,51443070,Collecting Python logs to DataDog in ECS,"<p>I am having a hard time to collect logs from an python app deployed in ECS using DataDog Agent. I have a dockerized Flask app deployed in ECS. The app spits logs to stdout. I now need to monitor them in DataDog. </p>

<p>I've added a new DataDog agent container (Fargate compatible, since I am using Fargate), which runs as part of the same task as the app. I can see the CPU and memory metrics for both container in app.datadoghq.com/containers, so that means that DataDog Agent is working.</p>

<p>I now need the app logs. I went through the documentation in <a href=""https://app.datadoghq.com/logs/onboarding/container"" rel=""nofollow noreferrer"">https://app.datadoghq.com/logs/onboarding/container</a>, added</p>

<pre><code>  ""dockerLabels"": {
    ""com.datadoghq.ad.logs"": ""[{\""source\"": \""python\"", \""service\"": \""flask\""}]""
  },
</code></pre>

<p>to the app container and the following env.vars to the DataDog container :</p>

<pre><code>  ""environment"": [
    {
      ""name"": ""DD_API_KEY"",
      ""value"": ""&lt;key&gt;""
    },
    {
      ""name"": ""DD_LOGS_ENABLED"",
      ""value"": ""true""
    },
    {
      ""name"": ""DD_LOGS_CONFIG_CONTAINER_COLLECT_ALL"",
      ""value"": ""true""
    },
    {
      ""name"": ""SD_BACKEND"",
      ""value"": ""docker""
    },
    {
      ""name"": ""ECS_FARGATE"",
      ""value"": ""true""
    }
  ]
</code></pre>

<p>But that seems to be insufficient.
Am I going in the right direction ? What am I missing ?</p>",51451079,1,1,,2018-7-20 12:57:38,,2018-7-20 22:20:42,,,,,155722,,1,1,logging|flask|amazon-ecs|datadog|aws-fargate,1815,16.2355
261360,1,Error,52176297,"Cannot send ""tags"" via datadog in Amazon ECS, Fargate","<p>I have configured datadog agent on Amazon ECS, Fargate. I can send all the intended metrics but I cannot send ""tags"".</p>

<p>I've set Environment variables in ECS task definitions.</p>

<pre><code>DD_API_KEY  xxxxxxxxxxxxxxxxxxxxxxx
DD_TAGS     env:stg
ECS_FARGATE true
</code></pre>

<p>I think most of the settings are all right because I can see the metrics which I want to see.
But tags, especially env:stg is missing in datadog UI and because of this weired error, some metrics is missing.</p>

<p>Does anyone know the reason of this error and the way to solve this?</p>

<p>Thanks.</p>",,1,0,,2018-9-5 02:38:01,,2018-12-2 23:28:12,,,,,6228435,,1,2,amazon-ecs|datadog|aws-fargate,490,16.1608
261361,0,Configuration,60662893,How do you pass file_system_blacklist arg to Datadog Docker Agent run command?,"<p>I want to exclude a path to avoid getting my logs spammed like so:</p>

<pre><code> (disk.py:75) | Unable to get disk metrics for /host/proc/sys/fs/binfmt_misc:
  [Errno 40] Too many levels of symbolic links: 
    '/host/proc/sys/fs/binfmt_misc'\n"",""stream"":""stdout"",""time"":""2020-03-12T23:01:38.424330408Z""}
</code></pre>

<p>I'm running datadog as a docker agent using the command here:
<a href=""https://docs.datadoghq.com/agent/docker/?tab=standard#installation"" rel=""nofollow noreferrer"">https://docs.datadoghq.com/agent/docker/?tab=standard#installation</a></p>

<p>how do I specify files to exclude in the docker run command? is it an environment variable?</p>",60677166,2,0,,2020-3-12 23:04:26,,2020-3-13 20:56:50,2020-3-13 11:19:07,,2051454,,1363715,,1,3,docker|datadog,919,16.0533
261362,2,Query,63888511,Terraform Datadog Query Is Invalid,"<p>I'm trying to test out creating a monitor for google pub sub and am getting an &quot;Invalid Query&quot; error.  This is the query text when i view source of another working monitor, so i'm confused as to why this isn't working.</p>
<p>Error:  <code>Error: error creating monitor: 400 Bad Request: {&quot;errors&quot;:[&quot;The value provided for parameter 'query' is invalid&quot;]}</code></p>
<p>Terraform:</p>
<pre><code>resource &quot;datadog_monitor&quot; &quot;bad_stuff_sub_monitor&quot; {
  name               = &quot;${var.customer_name} Bad Stuff Monitor&quot;
  type               = &quot;metric alert&quot;
  message            = &quot;${var.customer_name} Bad Stuff Topic getting too big. Notify: ${var.datadog_monitor_notify_list}&quot;
  escalation_message = &quot;Escalation message @pagerduty&quot;

  query = &quot;avg:gcp.pubsub.subscription.num_undelivered_messages{project_id:terraform_gcp_test}&quot;

  thresholds = {
    ok                = 0
    warning           = 1
    warning_recovery  = 0
    critical          = 2
    critical_recovery = 1
  }

  notify_no_data    = false
  renotify_interval = 1440

  notify_audit = false
  timeout_h    = 60
  include_tags = true

  # ignore any changes in silenced value; using silenced is deprecated in favor of downtimes
  lifecycle {
    ignore_changes = [silenced]
  }

  tags = [var.customer_name, var.project_name]
}
</code></pre>",,1,1,,2020-9-14 16:40:28,,2020-9-16 02:05:14,,,,,1190203,,1,2,terraform|google-cloud-pubsub|datadog|terraform0.12+,1408,15.9944
